Rez Class;Seg Arr Port;Seg Dep Port;Demande;ds
N;GAQ;BKO;1;2024-10
N;TOM;BKO;3;2024-10
V;BKO;GAQ;23;2024-10
V;BKO;TOM;14;2024-10
V;GAQ;BKO;18;2024-10
V;TOM;BKO;13;2024-10
Y;BKO;GAQ;1;2024-10
Y;TOM;BKO;1;2024-10
;BKO;GAQ;0;2024-10
;GAQ;BKO;0;2024-10
B;BKO;KYS;1;2024-10
B;KYS;BKO;36;2024-10
C;KYS;BKO;7;2024-10
D;BKO;KYS;0;2024-10
D;KYS;BKO;4;2024-10
L;BKO;KYS;40;2024-10
L;KYS;BKO;8;2024-10
M;BKO;KYS;20;2024-10
M;KYS;BKO;7;2024-10
V;BKO;KYS;23;2024-10
V;KYS;BKO;36;2024-10
Y;BKO;KYS;0;2024-10
Y;KYS;BKO;12;2024-10
;KYS;BKO;0;2024-10
B;GAQ;BKO;2;2024-10
D;BKO;TOM;2;2024-10
D;TOM;BKO;3;2024-10
L;BKO;GAQ;12;2024-10
L;BKO;TOM;15;2024-10
L;GAQ;BKO;16;2024-10
L;TOM;BKO;7;2024-10
M;TOM;BKO;1;2024-10
N;BKO;TOM;2;2024-10
V;BKO;GAQ;32;2024-10
V;BKO;TOM;30;2024-10
V;GAQ;BKO;32;2024-10
V;TOM;BKO;33;2024-10
Y;BKO;GAQ;1;2024-10
;TOM;BKO;0;2024-10
B;BKO;KYS;4;2024-10
B;KYS;BKO;13;2024-10
D;BKO;KYS;0;2024-10
D;KYS;BKO;3;2024-10
L;BKO;KYS;40;2024-10
L;KYS;BKO;39;2024-10
M;BKO;KYS;4;2024-10
M;KYS;BKO;15;2024-10
N;KYS;BKO;1;2024-10
V;BKO;KYS;39;2024-10
V;KYS;BKO;26;2024-10
Y;KYS;BKO;6;2024-10
;BKO;KYS;0;2024-10
B;BKO;GAQ;1;2024-10
B;GAQ;BKO;3;2024-10
C;BKO;GAQ;3;2024-10
D;BKO;GAQ;2;2024-10
L;BKO;GAQ;33;2024-10
L;GAQ;BKO;25;2024-10
M;BKO;GAQ;20;2024-10
M;GAQ;BKO;29;2024-10
N;BKO;GAQ;5;2024-10
N;GAQ;BKO;2;2024-10
V;BKO;GAQ;22;2024-10
V;GAQ;BKO;15;2024-10
Y;GAQ;BKO;0;2024-10
B;BKO;KYS;4;2024-10
B;KYS;BKO;33;2024-10
C;KYS;BKO;3;2024-10
D;BKO;KYS;0;2024-10
D;KYS;BKO;5;2024-10
L;BKO;KYS;41;2024-10
L;KYS;BKO;8;2024-10
M;BKO;KYS;33;2024-10
M;KYS;BKO;27;2024-10
N;BKO;KYS;2;2024-10
N;KYS;BKO;1;2024-10
V;BKO;KYS;28;2024-10
V;KYS;BKO;40;2024-10
Y;KYS;BKO;6;2024-10
B;TOM;BKO;13;2024-10
D;BKO;GAQ;1;2024-10
D;GAQ;BKO;0;2024-10
D;TOM;BKO;1;2024-10
L;BKO;GAQ;18;2024-10
L;BKO;TOM;17;2024-10
L;GAQ;BKO;17;2024-10
L;TOM;BKO;11;2024-10
M;BKO;GAQ;5;2024-10
M;BKO;TOM;5;2024-10
M;GAQ;BKO;14;2024-10
M;TOM;BKO;26;2024-10
N;BKO;TOM;1;2024-10
N;GAQ;BKO;1;2024-10
N;TOM;BKO;1;2024-10
V;BKO;GAQ;30;2024-10
V;BKO;TOM;27;2024-10
V;GAQ;BKO;18;2024-10
V;TOM;BKO;6;2024-10
D;GAQ;BKO;0;2024-10
D;TOM;BKO;0;2024-10
L;BKO;GAQ;0;2024-10
L;BKO;TOM;0;2024-10
L;GAQ;BKO;0;2024-10
L;TOM;BKO;0;2024-10
M;GAQ;BKO;0;2024-10
M;TOM;BKO;0;2024-10
V;BKO;GAQ;0;2024-10
V;BKO;TOM;0;2024-10
V;GAQ;BKO;0;2024-10
V;TOM;BKO;0;2024-10
Y;BKO;GAQ;0;2024-10
B;BKO;KYS;15;2024-10
B;KYS;BKO;32;2024-10
D;BKO;KYS;0;2024-10
D;KYS;BKO;5;2024-10
L;BKO;KYS;33;2024-10
L;KYS;BKO;16;2024-10
M;BKO;KYS;33;2024-10
M;KYS;BKO;28;2024-10
V;BKO;KYS;29;2024-10
V;KYS;BKO;20;2024-10
Y;BKO;KYS;0;2024-10
Y;KYS;BKO;7;2024-10
;KYS;BKO;0;2024-10
B;BKO;TOM;0;2024-10
B;TOM;BKO;1;2024-10
D;TOM;BKO;1;2024-10
L;BKO;GAQ;7;2024-10
L;BKO;TOM;23;2024-10
L;GAQ;BKO;8;2024-10
L;TOM;BKO;16;2024-10
M;GAQ;BKO;1;2024-10
M;TOM;BKO;2;2024-10
N;GAQ;BKO;2;2024-10
N;TOM;BKO;4;2024-10
V;BKO;GAQ;57;2024-10
V;BKO;TOM;46;2024-10
V;GAQ;BKO;52;2024-10
V;TOM;BKO;32;2024-10
Y;GAQ;BKO;0;2024-10
;BKO;GAQ;0;2024-10
;BKO;TOM;0;2024-10
L;BKO;KYS;0;2024-10
L;KYS;BKO;0;2024-10
M;BKO;KYS;0;2024-10
M;KYS;BKO;0;2024-10
V;BKO;KYS;1;2024-10
V;KYS;BKO;0;2024-10
B;GAQ;BKO;1;2024-10
C;BKO;GAQ;3;2024-10
D;BKO;GAQ;1;2024-10
L;BKO;GAQ;70;2024-10
L;GAQ;BKO;48;2024-10
M;BKO;GAQ;13;2024-10
M;GAQ;BKO;17;2024-10
N;BKO;GAQ;3;2024-10
N;GAQ;BKO;1;2024-10
V;BKO;GAQ;7;2024-10
V;GAQ;BKO;16;2024-10
Y;BKO;GAQ;0;2024-10
Y;GAQ;BKO;0;2024-10
;BKO;GAQ;0;2024-10
;GAQ;BKO;0;2024-10
B;BKO;KYS;62;2024-10
B;KYS;BKO;54;2024-10
C;BKO;KYS;2;2024-10
C;KYS;BKO;5;2024-10
D;BKO;KYS;4;2024-10
D;KYS;BKO;2;2024-10
L;BKO;KYS;30;2024-10
L;KYS;BKO;23;2024-10
M;BKO;KYS;4;2024-10
M;KYS;BKO;12;2024-10
N;BKO;KYS;1;2024-10
N;KYS;BKO;1;2024-10
V;BKO;KYS;31;2024-10
V;KYS;BKO;50;2024-10
Y;BKO;KYS;20;2024-10
Y;KYS;BKO;2;2024-10
;KYS;BKO;0;2024-10
B;BKO;TOM;1;2024-10
D;GAQ;BKO;2;2024-10
L;BKO;GAQ;22;2024-10
L;BKO;TOM;20;2024-10
L;GAQ;BKO;18;2024-10
L;TOM;BKO;19;2024-10
M;BKO;GAQ;2;2024-10
M;BKO;TOM;7;2024-10
M;GAQ;BKO;2;2024-10
M;TOM;BKO;4;2024-10
N;BKO;GAQ;1;2024-10
N;BKO;TOM;2;2024-10
N;GAQ;BKO;1;2024-10
V;BKO;GAQ;38;2024-10
V;BKO;TOM;34;2024-10
V;GAQ;BKO;55;2024-10
V;TOM;BKO;23;2024-10
Y;BKO;GAQ;1;2024-10
Y;BKO;TOM;2;2024-10
;BKO;TOM;0;2024-10
B;BKO;TOM;0;2024-10
L;BKO;GAQ;0;2024-10
L;BKO;TOM;0;2024-10
L;GAQ;BKO;0;2024-10
L;TOM;BKO;0;2024-10
M;BKO;GAQ;0;2024-10
M;GAQ;BKO;0;2024-10
V;BKO;GAQ;0;2024-10
V;BKO;TOM;0;2024-10
V;GAQ;BKO;0;2024-10
Y;BKO;GAQ;0;2024-10
;GAQ;BKO;0;2024-10
B;BKO;KYS;1;2024-10
B;KYS;BKO;38;2024-10
C;BKO;KYS;0;2024-10
C;KYS;BKO;8;2024-10
D;BKO;KYS;2;2024-10
D;KYS;BKO;0;2024-10
L;BKO;KYS;31;2024-10
L;KYS;BKO;41;2024-10
M;BKO;KYS;10;2024-10
M;KYS;BKO;13;2024-10
N;BKO;KYS;4;2024-10
N;KYS;BKO;8;2024-10
V;BKO;KYS;63;2024-10
V;KYS;BKO;39;2024-10
Y;KYS;BKO;4;2024-10
;KYS;BKO;0;2024-10
V;BKO;GAQ;0;2024-10
V;GAQ;BKO;0;2024-10
Y;GAQ;BKO;0;2024-10
B;BKO;GAQ;1;2024-11
B;BKO;TOM;1;2024-11
B;KYS;BKO;17;2024-11
C;BKO;KYS;0;2024-11
D;BKO;GAQ;0;2024-11
D;BKO;KYS;3;2024-11
D;BKO;TOM;2;2024-11
D;KYS;BKO;1;2024-11
D;TOM;BKO;0;2024-11
L;BKO;GAQ;28;2024-11
L;BKO;KYS;23;2024-11
L;BKO;TOM;2;2024-11
L;GAQ;BKO;27;2024-11
L;KYS;BKO;24;2024-11
L;TOM;BKO;2;2024-11
M;BKO;GAQ;0;2024-11
M;BKO;KYS;12;2024-11
M;GAQ;BKO;9;2024-11
M;KYS;BKO;12;2024-11
N;BKO;GAQ;1;2024-11
N;BKO;KYS;4;2024-11
N;GAQ;BKO;3;2024-11
N;KYS;BKO;19;2024-11
V;BKO;GAQ;39;2024-11
V;BKO;KYS;74;2024-11
V;BKO;TOM;27;2024-11
V;GAQ;BKO;49;2024-11
V;KYS;BKO;65;2024-11
V;TOM;BKO;29;2024-11
Y;BKO;GAQ;3;2024-11
Y;BKO;KYS;1;2024-11
Y;GAQ;BKO;1;2024-11
Y;TOM;BKO;1;2024-11
;KYS;BKO;0;2024-11
L;BKO;GAQ;0;2024-11
L;GAQ;BKO;0;2024-11
V;BKO;GAQ;0;2024-11
V;GAQ;BKO;0;2024-11
B;BKO;KYS;51;2024-11
B;KYS;BKO;41;2024-11
C;BKO;KYS;6;2024-11
D;BKO;KYS;1;2024-11
D;KYS;BKO;2;2024-11
L;BKO;KYS;28;2024-11
L;KYS;BKO;26;2024-11
M;BKO;KYS;20;2024-11
M;KYS;BKO;14;2024-11
N;BKO;KYS;21;2024-11
V;BKO;KYS;29;2024-11
V;KYS;BKO;63;2024-11
Y;BKO;KYS;2;2024-11
Y;KYS;BKO;2;2024-11
;KYS;BKO;0;2024-11
B;BKO;GAQ;4;2024-11
B;GAQ;BKO;2;2024-11
B;TOM;BKO;12;2024-11
D;GAQ;BKO;1;2024-11
L;BKO;GAQ;22;2024-11
L;BKO;TOM;28;2024-11
L;GAQ;BKO;20;2024-11
L;TOM;BKO;13;2024-11
M;BKO;GAQ;16;2024-11
M;BKO;TOM;14;2024-11
M;GAQ;BKO;16;2024-11
M;TOM;BKO;18;2024-11
N;BKO;GAQ;2;2024-11
V;BKO;GAQ;18;2024-11
V;BKO;TOM;2;2024-11
V;GAQ;BKO;15;2024-11
V;TOM;BKO;9;2024-11
Y;BKO;GAQ;4;2024-11
Y;BKO;TOM;3;2024-11
Y;GAQ;BKO;1;2024-11
B;TOM;BKO;0;2024-11
L;BKO;GAQ;0;2024-11
L;GAQ;BKO;0;2024-11
L;TOM;BKO;0;2024-11
M;BKO;GAQ;0;2024-11
M;GAQ;BKO;0;2024-11
M;TOM;BKO;0;2024-11
V;BKO;GAQ;0;2024-11
V;BKO;TOM;0;2024-11
V;GAQ;BKO;0;2024-11
V;TOM;BKO;0;2024-11
B;BKO;KYS;15;2024-11
B;KYS;BKO;43;2024-11
C;BKO;KYS;0;2024-11
D;BKO;KYS;2;2024-11
D;KYS;BKO;2;2024-11
L;BKO;KYS;29;2024-11
L;KYS;BKO;23;2024-11
M;BKO;KYS;27;2024-11
M;KYS;BKO;22;2024-11
N;BKO;KYS;4;2024-11
N;KYS;BKO;2;2024-11
V;BKO;KYS;57;2024-11
V;KYS;BKO;55;2024-11
Y;KYS;BKO;5;2024-11
;KYS;BKO;0;2024-11
L;BKO;TOM;0;2024-11
L;GAQ;BKO;0;2024-11
L;TOM;BKO;0;2024-11
V;BKO;GAQ;0;2024-11
V;GAQ;BKO;0;2024-11
V;TOM;BKO;0;2024-11
B;BKO;GAQ;3;2024-11
B;BKO;TOM;6;2024-11
B;TOM;BKO;3;2024-11
D;BKO;KYS;1;2024-11
D;KYS;BKO;2;2024-11
D;TOM;BKO;0;2024-11
L;BKO;GAQ;20;2024-11
L;BKO;KYS;42;2024-11
L;BKO;TOM;3;2024-11
L;GAQ;BKO;20;2024-11
L;KYS;BKO;22;2024-11
L;TOM;BKO;16;2024-11
M;BKO;GAQ;1;2024-11
M;BKO;KYS;13;2024-11
M;GAQ;BKO;1;2024-11
M;TOM;BKO;4;2024-11
N;BKO;KYS;1;2024-11
N;GAQ;BKO;1;2024-11
V;BKO;GAQ;46;2024-11
V;BKO;KYS;49;2024-11
V;BKO;TOM;21;2024-11
V;GAQ;BKO;50;2024-11
V;KYS;BKO;74;2024-11
V;TOM;BKO;20;2024-11
L;BKO;GAQ;0;2024-11
L;GAQ;BKO;0;2024-11
M;GAQ;BKO;0;2024-11
V;BKO;GAQ;0;2024-11
V;GAQ;BKO;0;2024-11
B;BKO;KYS;18;2024-11
B;KYS;BKO;40;2024-11
C;KYS;BKO;1;2024-11
D;BKO;KYS;3;2024-11
D;KYS;BKO;1;2024-11
L;BKO;KYS;36;2024-11
L;KYS;BKO;17;2024-11
M;BKO;KYS;29;2024-11
M;KYS;BKO;23;2024-11
N;BKO;KYS;2;2024-11
V;BKO;KYS;45;2024-11
V;KYS;BKO;60;2024-11
Y;BKO;KYS;0;2024-11
Y;KYS;BKO;1;2024-11
;KYS;BKO;0;2024-11
B;BKO;GAQ;12;2024-11
B;BKO;TOM;3;2024-11
B;GAQ;BKO;12;2024-11
B;TOM;BKO;6;2024-11
D;BKO;TOM;2;2024-11
L;BKO;GAQ;17;2024-11
L;BKO;TOM;21;2024-11
L;GAQ;BKO;24;2024-11
L;TOM;BKO;10;2024-11
M;BKO;GAQ;11;2024-11
M;BKO;TOM;20;2024-11
M;GAQ;BKO;15;2024-11
M;TOM;BKO;18;2024-11
N;GAQ;BKO;2;2024-11
N;TOM;BKO;2;2024-11
V;BKO;GAQ;18;2024-11
V;BKO;TOM;18;2024-11
V;GAQ;BKO;20;2024-11
V;TOM;BKO;10;2024-11
Y;BKO;GAQ;6;2024-11
;GAQ;BKO;0;2024-11
B;BKO;GAQ;0;2024-11
B;GAQ;BKO;0;2024-11
B;TOM;BKO;0;2024-11
L;BKO;GAQ;0;2024-11
L;BKO;TOM;0;2024-11
L;GAQ;BKO;0;2024-11
L;TOM;BKO;0;2024-11
M;BKO;GAQ;0;2024-11
M;BKO;TOM;0;2024-11
M;GAQ;BKO;0;2024-11
M;TOM;BKO;0;2024-11
V;BKO;GAQ;0;2024-11
V;BKO;TOM;0;2024-11
V;GAQ;BKO;0;2024-11
V;TOM;BKO;0;2024-11
Y;BKO;GAQ;0;2024-11
B;BKO;KYS;13;2024-11
B;KYS;BKO;39;2024-11
C;KYS;BKO;2;2024-11
D;BKO;KYS;1;2024-11
D;KYS;BKO;3;2024-11
L;BKO;KYS;9;2024-11
L;KYS;BKO;19;2024-11
M;BKO;KYS;10;2024-11
M;KYS;BKO;12;2024-11
N;KYS;BKO;1;2024-11
V;BKO;KYS;59;2024-11
V;KYS;BKO;34;2024-11
Y;BKO;KYS;6;2024-11
Y;KYS;BKO;0;2024-11
B;BKO;GAQ;1;2024-11
B;GAQ;BKO;3;2024-11
D;BKO;GAQ;1;2024-11
D;BKO;TOM;1;2024-11
D;GAQ;BKO;2;2024-11
D;TOM;BKO;2;2024-11
L;BKO;GAQ;8;2024-11
L;BKO;TOM;15;2024-11
L;GAQ;BKO;12;2024-11
L;TOM;BKO;7;2024-11
M;GAQ;BKO;0;2024-11
M;TOM;BKO;1;2024-11
N;BKO;GAQ;1;2024-11
N;BKO;TOM;2;2024-11
N;GAQ;BKO;3;2024-11
V;BKO;GAQ;35;2024-11
V;BKO;TOM;32;2024-11
V;GAQ;BKO;37;2024-11
V;TOM;BKO;39;2024-11
Y;BKO;GAQ;0;2024-11
B;BKO;KYS;4;2024-11
B;KYS;BKO;36;2024-11
C;KYS;BKO;7;2024-11
D;KYS;BKO;5;2024-11
L;BKO;KYS;13;2024-11
L;KYS;BKO;14;2024-11
M;BKO;KYS;14;2024-11
M;KYS;BKO;7;2024-11
V;BKO;KYS;49;2024-11
V;KYS;BKO;34;2024-11
Y;BKO;KYS;0;2024-11
Y;KYS;BKO;8;2024-11
B;BKO;GAQ;9;2024-11
B;GAQ;BKO;1;2024-11
C;GAQ;BKO;1;2024-11
L;BKO;GAQ;45;2024-11
L;GAQ;BKO;19;2024-11
M;BKO;GAQ;13;2024-11
M;GAQ;BKO;40;2024-11
N;BKO;GAQ;4;2024-11
V;BKO;GAQ;14;2024-11
V;GAQ;BKO;16;2024-11
Y;BKO;GAQ;0;2024-11
B;BKO;KYS;25;2024-11
B;KYS;BKO;40;2024-11
C;BKO;KYS;1;2024-11
C;KYS;BKO;6;2024-11
D;BKO;KYS;4;2024-11
D;KYS;BKO;1;2024-11
L;BKO;KYS;49;2024-11
L;KYS;BKO;24;2024-11
M;BKO;KYS;19;2024-11
M;KYS;BKO;20;2024-11
N;KYS;BKO;2;2024-11
V;BKO;KYS;32;2024-11
V;KYS;BKO;32;2024-11
Y;BKO;KYS;5;2024-11
Y;KYS;BKO;30;2024-11
B;TOM;BKO;8;2024-11
C;TOM;BKO;0;2024-11
D;TOM;BKO;3;2024-11
L;BKO;GAQ;24;2024-11
L;BKO;TOM;27;2024-11
L;GAQ;BKO;21;2024-11
L;TOM;BKO;18;2024-11
M;BKO;GAQ;14;2024-11
M;BKO;TOM;2;2024-11
M;GAQ;BKO;20;2024-11
M;TOM;BKO;21;2024-11
N;BKO;GAQ;5;2024-11
N;TOM;BKO;2;2024-11
V;BKO;GAQ;17;2024-11
V;BKO;TOM;14;2024-11
V;GAQ;BKO;17;2024-11
V;TOM;BKO;16;2024-11
Y;BKO;GAQ;0;2024-11
;BKO;GAQ;0;2024-11
B;BKO;KYS;36;2024-11
B;KYS;BKO;62;2024-11
C;BKO;KYS;2;2024-11
D;BKO;KYS;1;2024-11
D;KYS;BKO;4;2024-11
L;BKO;KYS;24;2024-11
L;KYS;BKO;18;2024-11
M;BKO;KYS;30;2024-11
M;KYS;BKO;16;2024-11
N;BKO;KYS;2;2024-11
N;KYS;BKO;3;2024-11
V;BKO;KYS;24;2024-11
V;KYS;BKO;35;2024-11
Y;BKO;KYS;5;2024-11
Y;KYS;BKO;4;2024-11
B;BKO;TOM;10;2024-11
C;BKO;GAQ;1;2024-11
D;BKO;GAQ;1;2024-11
D;TOM;BKO;1;2024-11
L;BKO;GAQ;7;2024-11
L;BKO;TOM;3;2024-11
L;GAQ;BKO;1;2024-11
L;TOM;BKO;10;2024-11
M;GAQ;BKO;2;2024-11
M;TOM;BKO;1;2024-11
N;BKO;GAQ;1;2024-11
N;BKO;TOM;2;2024-11
N;TOM;BKO;1;2024-11
V;BKO;GAQ;38;2024-11
V;BKO;TOM;28;2024-11
V;GAQ;BKO;35;2024-11
V;TOM;BKO;38;2024-11
Y;BKO;GAQ;0;2024-11
B;BKO;KYS;39;2024-11
B;KYS;BKO;34;2024-11
D;BKO;KYS;2;2024-11
D;KYS;BKO;1;2024-11
L;BKO;KYS;19;2024-11
L;KYS;BKO;15;2024-11
M;BKO;KYS;15;2024-11
M;KYS;BKO;12;2024-11
N;BKO;KYS;1;2024-11
N;KYS;BKO;1;2024-11
V;BKO;KYS;22;2024-11
V;KYS;BKO;33;2024-11
Y;BKO;KYS;5;2024-11
B;GAQ;BKO;7;2024-11
D;BKO;GAQ;0;2024-11
D;GAQ;BKO;1;2024-11
L;BKO;GAQ;32;2024-11
L;GAQ;BKO;19;2024-11
M;BKO;GAQ;12;2024-11
M;GAQ;BKO;19;2024-11
N;GAQ;BKO;2;2024-11
V;BKO;GAQ;9;2024-11
V;GAQ;BKO;17;2024-11
Y;GAQ;BKO;1;2024-11
B;BKO;KYS;22;2024-11
B;KYS;BKO;56;2024-11
D;BKO;KYS;0;2024-11
D;KYS;BKO;3;2024-11
L;BKO;KYS;34;2024-11
L;KYS;BKO;18;2024-11
M;BKO;KYS;29;2024-11
M;KYS;BKO;32;2024-11
N;BKO;KYS;3;2024-11
N;KYS;BKO;4;2024-11
V;BKO;KYS;26;2024-11
V;KYS;BKO;35;2024-11
Y;BKO;KYS;3;2024-11
Y;KYS;BKO;2;2024-11
B;BKO;TOM;1;2024-11
B;GAQ;BKO;2;2024-11
D;BKO;GAQ;3;2024-11
D;BKO;TOM;1;2024-11
D;TOM;BKO;1;2024-11
L;BKO;GAQ;28;2024-11
L;BKO;TOM;21;2024-11
L;GAQ;BKO;16;2024-11
L;TOM;BKO;12;2024-11
M;BKO;GAQ;9;2024-11
M;BKO;TOM;3;2024-11
M;GAQ;BKO;17;2024-11
M;TOM;BKO;13;2024-11
N;GAQ;BKO;5;2024-11
N;TOM;BKO;1;2024-11
V;BKO;GAQ;16;2024-11
V;BKO;TOM;13;2024-11
V;GAQ;BKO;20;2024-11
V;TOM;BKO;10;2024-11
B;BKO;KYS;36;2024-11
B;KYS;BKO;34;2024-11
C;BKO;KYS;5;2024-11
C;KYS;BKO;3;2024-11
D;BKO;KYS;6;2024-11
D;KYS;BKO;6;2024-11
L;BKO;KYS;19;2024-11
L;KYS;BKO;15;2024-11
M;BKO;KYS;7;2024-11
M;KYS;BKO;9;2024-11
N;BKO;KYS;0;2024-11
N;KYS;BKO;2;2024-11
V;BKO;KYS;33;2024-11
V;KYS;BKO;41;2024-11
Y;BKO;KYS;6;2024-11
B;GAQ;BKO;0;2024-11
D;BKO;TOM;1;2024-11
D;TOM;BKO;1;2024-11
L;BKO;GAQ;6;2024-11
L;BKO;TOM;23;2024-11
L;GAQ;BKO;9;2024-11
L;TOM;BKO;10;2024-11
M;BKO;GAQ;2;2024-11
M;TOM;BKO;1;2024-11
N;BKO;GAQ;2;2024-11
V;BKO;GAQ;24;2024-11
V;BKO;TOM;29;2024-11
V;GAQ;BKO;39;2024-11
V;TOM;BKO;40;2024-11
Y;BKO;TOM;2;2024-11
B;BKO;KYS;41;2024-11
B;KYS;BKO;19;2024-11
D;BKO;KYS;2;2024-11
D;KYS;BKO;2;2024-11
L;BKO;KYS;15;2024-11
L;KYS;BKO;17;2024-11
M;BKO;KYS;7;2024-11
M;KYS;BKO;14;2024-11
N;BKO;KYS;2;2024-11
N;KYS;BKO;2;2024-11
V;BKO;KYS;32;2024-11
V;KYS;BKO;27;2024-11
Y;BKO;KYS;3;2024-11
B;BKO;GAQ;2;2024-11
B;GAQ;BKO;27;2024-11
C;BKO;GAQ;1;2024-11
C;GAQ;BKO;0;2024-11
D;BKO;GAQ;1;2024-11
D;GAQ;BKO;4;2024-11
L;BKO;GAQ;30;2024-11
L;GAQ;BKO;12;2024-11
M;BKO;GAQ;30;2024-11
M;GAQ;BKO;19;2024-11
N;BKO;GAQ;2;2024-11
N;GAQ;BKO;3;2024-11
V;BKO;GAQ;14;2024-11
V;GAQ;BKO;17;2024-11
Y;BKO;GAQ;1;2024-11
Y;GAQ;BKO;1;2024-11
;BKO;GAQ;0;2024-11
B;BKO;KYS;34;2024-12
B;KYS;BKO;30;2024-12
C;KYS;BKO;9;2024-12
D;BKO;KYS;2;2024-12
D;KYS;BKO;3;2024-12
G;KYS;BKO;7;2024-12
L;BKO;KYS;16;2024-12
L;KYS;BKO;12;2024-12
M;BKO;KYS;14;2024-12
M;KYS;BKO;13;2024-12
N;BKO;KYS;6;2024-12
N;KYS;BKO;3;2024-12
V;BKO;KYS;31;2024-12
V;KYS;BKO;34;2024-12
Y;BKO;KYS;6;2024-12
B;GAQ;BKO;17;2024-12
B;TOM;BKO;2;2024-12
D;GAQ;BKO;1;2024-12
L;BKO;GAQ;19;2024-12
L;BKO;TOM;21;2024-12
L;GAQ;BKO;26;2024-12
L;TOM;BKO;13;2024-12
M;BKO;GAQ;0;2024-12
M;BKO;TOM;3;2024-12
M;GAQ;BKO;15;2024-12
M;TOM;BKO;33;2024-12
N;BKO;GAQ;3;2024-12
N;TOM;BKO;2;2024-12
V;BKO;GAQ;21;2024-12
V;BKO;TOM;16;2024-12
V;GAQ;BKO;16;2024-12
V;TOM;BKO;8;2024-12
Y;GAQ;BKO;0;2024-12
B;BKO;KYS;1;2024-12
B;KYS;BKO;64;2024-12
C;KYS;BKO;0;2024-12
D;BKO;KYS;2;2024-12
D;KYS;BKO;2;2024-12
E;KYS;BKO;1;2024-12
L;BKO;KYS;26;2024-12
L;KYS;BKO;21;2024-12
M;BKO;KYS;8;2024-12
M;KYS;BKO;20;2024-12
N;KYS;BKO;5;2024-12
V;BKO;KYS;52;2024-12
V;KYS;BKO;37;2024-12
Y;BKO;KYS;6;2024-12
Y;KYS;BKO;0;2024-12
;KYS;BKO;0;2024-12
B;BKO;GAQ;2;2024-12
B;BKO;TOM;1;2024-12
C;TOM;BKO;1;2024-12
D;BKO;GAQ;1;2024-12
D;GAQ;BKO;1;2024-12
D;TOM;BKO;3;2024-12
L;BKO;GAQ;8;2024-12
L;BKO;TOM;19;2024-12
L;GAQ;BKO;12;2024-12
L;TOM;BKO;16;2024-12
M;GAQ;BKO;1;2024-12
N;BKO;TOM;3;2024-12
N;GAQ;BKO;1;2024-12
N;TOM;BKO;1;2024-12
V;BKO;GAQ;30;2024-12
V;BKO;TOM;32;2024-12
V;GAQ;BKO;38;2024-12
V;TOM;BKO;31;2024-12
V;TOM;GAQ;0;2024-12
Y;BKO;TOM;1;2024-12
;BKO;TOM;0;2024-12
B;BKO;KYS;1;2024-12
B;KYS;BKO;3;2024-12
C;KYS;BKO;3;2024-12
D;BKO;KYS;1;2024-12
D;KYS;BKO;4;2024-12
E;BKO;KYS;1;2024-12
E;KYS;BKO;12;2024-12
G;BKO;KYS;7;2024-12
L;BKO;KYS;22;2024-12
L;KYS;BKO;16;2024-12
M;BKO;KYS;1;2024-12
M;KYS;BKO;10;2024-12
V;BKO;KYS;49;2024-12
V;KYS;BKO;52;2024-12
Y;KYS;BKO;5;2024-12
B;BKO;GAQ;9;2024-12
B;GAQ;BKO;1;2024-12
C;GAQ;BKO;1;2024-12
D;BKO;GAQ;4;2024-12
L;BKO;GAQ;42;2024-12
L;GAQ;BKO;44;2024-12
M;BKO;GAQ;26;2024-12
M;GAQ;BKO;10;2024-12
N;BKO;GAQ;1;2024-12
N;GAQ;BKO;2;2024-12
V;BKO;GAQ;23;2024-12
V;GAQ;BKO;19;2024-12
Y;GAQ;BKO;0;2024-12
;GAQ;BKO;0;2024-12
B;BKO;KYS;10;2024-12
B;KYS;BKO;5;2024-12
C;BKO;KYS;1;2024-12
C;KYS;BKO;1;2024-12
D;BKO;KYS;3;2024-12
D;KYS;BKO;4;2024-12
E;BKO;KYS;4;2024-12
E;KYS;BKO;22;2024-12
L;BKO;KYS;30;2024-12
L;KYS;BKO;31;2024-12
M;BKO;KYS;2;2024-12
M;KYS;BKO;14;2024-12
N;BKO;KYS;2;2024-12
N;KYS;BKO;1;2024-12
V;BKO;KYS;74;2024-12
V;KYS;BKO;73;2024-12
Y;BKO;KYS;1;2024-12
Y;KYS;BKO;3;2024-12
;KYS;BKO;0;2024-12
B;BKO;GAQ;2;2024-12
B;BKO;TOM;6;2024-12
C;BKO;GAQ;2;2024-12
D;BKO;GAQ;3;2024-12
D;BKO;TOM;1;2024-12
D;GAQ;BKO;2;2024-12
D;TOM;BKO;0;2024-12
E;BKO;TOM;1;2024-12
E;TOM;BKO;2;2024-12
L;BKO;GAQ;24;2024-12
L;BKO;TOM;26;2024-12
L;GAQ;BKO;23;2024-12
L;TOM;BKO;9;2024-12
M;BKO;GAQ;7;2024-12
M;BKO;TOM;3;2024-12
M;GAQ;BKO;7;2024-12
M;TOM;BKO;24;2024-12
N;BKO;GAQ;2;2024-12
N;TOM;BKO;1;2024-12
V;BKO;GAQ;14;2024-12
V;BKO;TOM;14;2024-12
V;GAQ;BKO;20;2024-12
V;TOM;BKO;14;2024-12
Y;GAQ;BKO;0;2024-12
;BKO;GAQ;0;2024-12
B;KYS;BKO;11;2024-12
