Rez Class;Seg Arr Port;Seg Dep Port;Demande;ds
L;KYS;BKO;24;2023-5
L;TOM;BKO;0;2023-5
M;KYS;BKO;14;2023-5
N;BKO;KYS;2;2023-5
N;KYS;BKO;1;2023-5
V;BKO;KYS;37;2023-5
V;BKO;TOM;0;2023-5
V;KYS;BKO;66;2023-5
B;GAQ;BKO;5;2023-5
D;GAQ;BKO;2;2023-5
L;BKO;GAQ;44;2023-5
L;GAQ;BKO;30;2023-5
M;BKO;GAQ;31;2023-5
M;GAQ;BKO;14;2023-5
N;BKO;GAQ;1;2023-5
N;GAQ;BKO;1;2023-5
V;BKO;GAQ;35;2023-5
V;GAQ;BKO;34;2023-5
Y;BKO;GAQ;1;2023-5
Y;GAQ;BKO;17;2023-5
B;BKO;KYS;9;2023-5
C;KYS;BKO;0;2023-5
D;BKO;KYS;1;2023-5
D;KYS;BKO;6;2023-5
L;BKO;KYS;47;2023-5
L;KYS;BKO;31;2023-5
M;BKO;KYS;10;2023-5
N;BKO;KYS;2;2023-5
N;KYS;BKO;1;2023-5
V;BKO;KYS;50;2023-5
V;KYS;BKO;51;2023-5
L;GAQ;BKO;0;2023-5
V;GAQ;BKO;0;2023-5
C;TOM;BKO;1;2023-5
D;BKO;GAQ;3;2023-5
D;BKO;TOM;1;2023-5
D;GAQ;BKO;2;2023-5
D;TOM;BKO;1;2023-5
L;BKO;GAQ;24;2023-5
L;BKO;KYS;0;2023-5
L;BKO;TOM;8;2023-5
L;GAQ;BKO;15;2023-5
L;KYS;BKO;0;2023-5
L;TOM;BKO;10;2023-5
M;BKO;TOM;3;2023-5
M;GAQ;BKO;0;2023-5
M;TOM;BKO;5;2023-5
N;BKO;GAQ;1;2023-5
N;GAQ;BKO;1;2023-5
V;BKO;GAQ;53;2023-5
V;BKO;KYS;0;2023-5
V;BKO;TOM;36;2023-5
V;GAQ;BKO;41;2023-5
V;GAQ;TOM;0;2023-5
V;KYS;BKO;0;2023-5
V;TOM;BKO;29;2023-5
Y;BKO;TOM;16;2023-5
Y;TOM;BKO;9;2023-5
;TOM;BKO;0;2023-5
D;BKO;KYS;4;2023-5
D;KYS;BKO;2;2023-5
L;BKO;KYS;38;2023-5
L;KYS;BKO;46;2023-5
M;BKO;KYS;17;2023-5
M;KYS;BKO;6;2023-5
N;BKO;KYS;1;2023-5
N;KYS;BKO;4;2023-5
V;BKO;KYS;49;2023-5
V;KYS;BKO;44;2023-5
Y;KYS;BKO;1;2023-5
B;BKO;GAQ;15;2023-5
B;GAQ;BKO;13;2023-5
C;GAQ;BKO;1;2023-5
D;GAQ;BKO;3;2023-5
L;BKO;GAQ;21;2023-5
L;GAQ;BKO;27;2023-5
M;BKO;GAQ;4;2023-5
M;GAQ;BKO;16;2023-5
N;BKO;GAQ;2;2023-5
N;GAQ;BKO;3;2023-5
V;BKO;GAQ;38;2023-5
V;GAQ;BKO;41;2023-5
Y;BKO;GAQ;1;2023-5
B;KYS;BKO;28;2023-5
C;KYS;BKO;7;2023-5
D;BKO;KYS;3;2023-5
D;KYS;BKO;1;2023-5
L;BKO;KYS;41;2023-5
L;KYS;BKO;42;2023-5
M;BKO;KYS;9;2023-5
M;KYS;BKO;10;2023-5
N;BKO;KYS;2;2023-5
N;KYS;BKO;4;2023-5
V;BKO;KYS;43;2023-5
V;KYS;BKO;45;2023-5
Y;BKO;KYS;1;2023-5
L;BKO;GAQ;0;2023-5
L;GAQ;BKO;0;2023-5
M;GAQ;BKO;0;2023-5
V;BKO;GAQ;0;2023-5
V;GAQ;BKO;0;2023-5
B;BKO;GAQ;2;2023-5
B;BKO;KYS;1;2023-5
B;GAQ;BKO;11;2023-5
B;KYS;BKO;0;2023-5
C;BKO;KYS;4;2023-5
D;BKO;GAQ;1;2023-5
D;BKO;KYS;4;2023-5
D;KYS;BKO;2;2023-5
L;BKO;GAQ;38;2023-5
L;BKO;KYS;45;2023-5
L;BKO;TOM;0;2023-5
L;GAQ;BKO;38;2023-5
L;KYS;BKO;37;2023-5
M;BKO;GAQ;20;2023-5
M;BKO;KYS;15;2023-5
M;BKO;TOM;0;2023-5
M;GAQ;BKO;15;2023-5
M;KYS;BKO;0;2023-5
N;BKO;GAQ;4;2023-5
N;BKO;KYS;2;2023-5
N;GAQ;BKO;2;2023-5
N;KYS;BKO;6;2023-5
V;BKO;GAQ;26;2023-5
V;BKO;KYS;43;2023-5
V;BKO;TOM;0;2023-5
V;GAQ;BKO;22;2023-5
V;GAQ;TOM;0;2023-5
V;KYS;BKO;47;2023-5
V;TOM;BKO;0;2023-5
Y;GAQ;BKO;0;2023-5
Y;KYS;BKO;1;2023-5
;BKO;TOM;0;2023-5
B;BKO;TOM;1;2023-5
B;TOM;BKO;14;2023-5
C;TOM;BKO;2;2023-5
D;TOM;BKO;2;2023-5
L;BKO;TOM;21;2023-5
L;TOM;BKO;20;2023-5
M;BKO;TOM;34;2023-5
M;TOM;BKO;25;2023-5
N;BKO;TOM;2;2023-5
N;TOM;BKO;1;2023-5
V;BKO;TOM;13;2023-5
V;TOM;BKO;18;2023-5
;TOM;BKO;0;2023-5
B;BKO;GAQ;4;2023-5
B;GAQ;BKO;0;2023-5
D;BKO;GAQ;3;2023-5
L;BKO;GAQ;46;2023-5
L;GAQ;BKO;41;2023-5
M;BKO;GAQ;34;2023-5
M;GAQ;BKO;25;2023-5
N;BKO;GAQ;1;2023-5
N;GAQ;BKO;2;2023-5
V;BKO;GAQ;33;2023-5
V;GAQ;BKO;34;2023-5
Y;GAQ;BKO;0;2023-5
B;BKO;KYS;27;2023-5
C;BKO;KYS;3;2023-5
D;BKO;KYS;3;2023-5
D;KYS;BKO;2;2023-5
L;BKO;KYS;46;2023-5
L;KYS;BKO;30;2023-5
M;BKO;KYS;13;2023-5
N;BKO;KYS;5;2023-5
N;KYS;BKO;2;2023-5
V;BKO;KYS;44;2023-5
V;KYS;BKO;58;2023-5
Y;BKO;KYS;1;2023-5
B;BKO;GAQ;2;2023-5
L;BKO;GAQ;22;2023-5
L;GAQ;BKO;40;2023-5
M;BKO;GAQ;36;2023-5
M;GAQ;BKO;14;2023-5
N;BKO;GAQ;1;2023-5
N;GAQ;BKO;1;2023-5
V;BKO;GAQ;32;2023-5
V;GAQ;BKO;20;2023-5
Y;BKO;GAQ;22;2023-5
L;BKO;KYS;0;2023-5
L;KYS;BKO;0;2023-5
M;KYS;BKO;0;2023-5
V;BKO;KYS;0;2023-5
V;BKO;TOM;0;2023-5
V;KYS;BKO;0;2023-5
B;TOM;BKO;1;2023-5
C;BKO;TOM;1;2023-5
D;BKO;KYS;1;2023-5
D;BKO;TOM;1;2023-5
D;KYS;BKO;1;2023-5
L;BKO;KYS;34;2023-5
L;BKO;TOM;35;2023-5
L;KYS;BKO;29;2023-5
L;TOM;BKO;23;2023-5
M;BKO;TOM;9;2023-5
M;TOM;BKO;42;2023-5
N;BKO;KYS;2;2023-5
N;KYS;BKO;3;2023-5
N;TOM;BKO;1;2023-5
V;BKO;KYS;46;2023-5
V;BKO;TOM;33;2023-5
V;KYS;BKO;47;2023-5
V;TOM;BKO;20;2023-5
Y;BKO;KYS;9;2023-5
Y;BKO;TOM;26;2023-5
Y;TOM;BKO;2;2023-5
;BKO;TOM;0;2023-5
B;BKO;GAQ;12;2023-5
B;GAQ;BKO;30;2023-5
C;BKO;GAQ;5;2023-5
D;BKO;GAQ;1;2023-5
D;GAQ;BKO;1;2023-5
L;BKO;GAQ;50;2023-5
L;GAQ;BKO;18;2023-5
M;BKO;GAQ;26;2023-5
M;GAQ;BKO;33;2023-5
N;BKO;GAQ;1;2023-5
N;GAQ;BKO;3;2023-5
V;BKO;GAQ;39;2023-5
V;GAQ;BKO;39;2023-5
Y;BKO;GAQ;14;2023-5
D;BKO;KYS;0;2023-5
D;KYS;BKO;4;2023-5
L;BKO;KYS;34;2023-5
L;KYS;BKO;38;2023-5
M;BKO;KYS;1;2023-5
N;BKO;KYS;1;2023-5
N;KYS;BKO;1;2023-5
V;BKO;KYS;48;2023-5
V;KYS;BKO;49;2023-5
B;BKO;GAQ;25;2023-5
B;TOM;BKO;13;2023-5
C;BKO;GAQ;2;2023-5
C;GAQ;BKO;3;2023-5
D;BKO;GAQ;3;2023-5
D;BKO;TOM;1;2023-5
L;BKO;GAQ;31;2023-5
L;BKO;TOM;26;2023-5
L;GAQ;BKO;33;2023-5
L;TOM;BKO;20;2023-5
M;BKO;GAQ;20;2023-5
M;BKO;TOM;37;2023-5
M;GAQ;BKO;10;2023-5
M;TOM;BKO;24;2023-5
N;BKO;GAQ;2;2023-5
N;BKO;TOM;1;2023-5
N;GAQ;BKO;2;2023-5
N;TOM;BKO;1;2023-5
V;BKO;GAQ;38;2023-5
V;BKO;TOM;14;2023-5
V;GAQ;BKO;41;2023-5
V;TOM;BKO;8;2023-5
Y;BKO;GAQ;18;2023-5
;BKO;GAQ;0;2023-5
D;KYS;BKO;1;2023-5
L;BKO;KYS;43;2023-5
L;BKO;TOM;0;2023-5
L;KYS;BKO;20;2023-5
L;TOM;BKO;0;2023-5
M;BKO;KYS;2;2023-5
N;KYS;BKO;1;2023-5
V;BKO;KYS;44;2023-5
V;KYS;BKO;60;2023-5
B;BKO;GAQ;24;2023-6
D;BKO;GAQ;3;2023-6
D;GAQ;BKO;1;2023-6
L;BKO;GAQ;30;2023-6
L;GAQ;BKO;42;2023-6
M;BKO;GAQ;22;2023-6
M;GAQ;BKO;2;2023-6
N;BKO;GAQ;1;2023-6
V;BKO;GAQ;54;2023-6
V;GAQ;BKO;38;2023-6
Y;BKO;GAQ;0;2023-6
;BKO;GAQ;0;2023-6
;GAQ;BKO;0;2023-6
D;BKO;KYS;2;2023-6
L;BKO;KYS;49;2023-6
L;KYS;BKO;20;2023-6
M;BKO;KYS;1;2023-6
N;KYS;BKO;1;2023-6
V;BKO;KYS;43;2023-6
V;KYS;BKO;68;2023-6
B;BKO;GAQ;10;2023-6
D;BKO;GAQ;2;2023-6
D;GAQ;BKO;1;2023-6
L;BKO;GAQ;42;2023-6
L;GAQ;BKO;23;2023-6
M;BKO;GAQ;46;2023-6
M;GAQ;BKO;0;2023-6
N;BKO;GAQ;1;2023-6
V;BKO;GAQ;27;2023-6
V;GAQ;BKO;47;2023-6
Y;GAQ;BKO;0;2023-6
;GAQ;BKO;0;2023-6
B;BKO;TOM;18;2023-6
B;TOM;BKO;22;2023-6
C;BKO;TOM;0;2023-6
C;TOM;BKO;2;2023-6
D;BKO;KYS;1;2023-6
L;BKO;KYS;32;2023-6
L;BKO;TOM;38;2023-6
L;KYS;BKO;23;2023-6
L;TOM;BKO;9;2023-6
M;BKO;KYS;5;2023-6
M;BKO;TOM;37;2023-6
M;TOM;BKO;43;2023-6
N;BKO;KYS;1;2023-6
V;BKO;KYS;56;2023-6
V;BKO;TOM;18;2023-6
V;KYS;BKO;59;2023-6
V;TOM;BKO;15;2023-6
B;BKO;GAQ;8;2023-6
C;GAQ;BKO;1;2023-6
D;BKO;GAQ;1;2023-6
D;GAQ;BKO;1;2023-6
L;BKO;GAQ;52;2023-6
L;GAQ;BKO;53;2023-6
M;BKO;GAQ;31;2023-6
M;GAQ;BKO;30;2023-6
N;GAQ;BKO;1;2023-6
V;BKO;GAQ;32;2023-6
V;GAQ;BKO;21;2023-6
C;KYS;BKO;0;2023-6
D;BKO;KYS;3;2023-6
D;KYS;BKO;0;2023-6
L;BKO;KYS;44;2023-6
L;KYS;BKO;49;2023-6
M;BKO;KYS;10;2023-6
M;KYS;BKO;8;2023-6
N;BKO;KYS;1;2023-6
V;BKO;KYS;45;2023-6
V;KYS;BKO;43;2023-6
;KYS;BKO;0;2023-6
B;GAQ;BKO;19;2023-6
B;TOM;BKO;0;2023-6
C;TOM;BKO;1;2023-6
D;GAQ;BKO;2;2023-6
D;TOM;BKO;0;2023-6
L;BKO;GAQ;38;2023-6
L;BKO;TOM;36;2023-6
L;GAQ;BKO;5;2023-6
L;TOM;BKO;18;2023-6
M;BKO;GAQ;18;2023-6
M;BKO;TOM;4;2023-6
M;GAQ;BKO;30;2023-6
M;TOM;BKO;31;2023-6
V;BKO;GAQ;18;2023-6
V;BKO;TOM;22;2023-6
V;GAQ;BKO;26;2023-6
V;TOM;BKO;15;2023-6
Y;GAQ;BKO;2;2023-6
B;GAQ;BKO;0;2023-6
B;KYS;BKO;0;2023-6
C;BKO;KYS;0;2023-6
C;TOM;BKO;0;2023-6
L;BKO;KYS;0;2023-6
L;BKO;TOM;0;2023-6
L;GAQ;BKO;0;2023-6
L;KYS;BKO;0;2023-6
L;TOM;BKO;0;2023-6
M;BKO;GAQ;0;2023-6
M;KYS;BKO;0;2023-6
M;TOM;BKO;0;2023-6
V;BKO;KYS;0;2023-6
V;BKO;TOM;0;2023-6
V;GAQ;BKO;0;2023-6
V;KYS;BKO;0;2023-6
V;TOM;BKO;0;2023-6
B;KYS;BKO;0;2023-6
C;KYS;BKO;0;2023-6
D;BKO;KYS;1;2023-6
D;KYS;BKO;3;2023-6
L;BKO;KYS;22;2023-6
L;KYS;BKO;32;2023-6
M;BKO;KYS;1;2023-6
M;KYS;BKO;11;2023-6
V;BKO;KYS;40;2023-6
V;KYS;BKO;44;2023-6
;KYS;BKO;0;2023-6
B;GAQ;BKO;15;2023-6
D;BKO;GAQ;1;2023-6
D;GAQ;BKO;2;2023-6
L;BKO;GAQ;28;2023-6
L;GAQ;BKO;28;2023-6
M;BKO;GAQ;31;2023-6
M;GAQ;BKO;35;2023-6
N;GAQ;BKO;4;2023-6
V;BKO;GAQ;45;2023-6
V;GAQ;BKO;52;2023-6
Y;BKO;GAQ;0;2023-6
Y;GAQ;BKO;7;2023-6
;BKO;GAQ;0;2023-6
;GAQ;BKO;0;2023-6
B;BKO;KYS;2;2023-6
B;KYS;BKO;24;2023-6
C;KYS;BKO;4;2023-6
D;BKO;KYS;1;2023-6
D;KYS;BKO;3;2023-6
L;BKO;KYS;40;2023-6
L;KYS;BKO;35;2023-6
M;BKO;KYS;15;2023-6
M;KYS;BKO;16;2023-6
N;KYS;BKO;4;2023-6
V;BKO;KYS;52;2023-6
V;KYS;BKO;58;2023-6
Y;KYS;BKO;0;2023-6
;BKO;KYS;0;2023-6
;KYS;BKO;0;2023-6
B;BKO;GAQ;30;2023-6
B;GAQ;BKO;31;2023-6
C;GAQ;BKO;1;2023-6
D;BKO;GAQ;0;2023-6
D;GAQ;BKO;3;2023-6
L;BKO;GAQ;21;2023-6
L;GAQ;BKO;7;2023-6
M;BKO;GAQ;33;2023-6
M;GAQ;BKO;33;2023-6
N;BKO;GAQ;1;2023-6
N;GAQ;BKO;1;2023-6
V;BKO;GAQ;12;2023-6
V;GAQ;BKO;22;2023-6
Y;BKO;GAQ;1;2023-6
Y;GAQ;BKO;15;2023-6
;GAQ;BKO;0;2023-6
B;BKO;KYS;18;2023-6
B;BKO;TOM;15;2023-6
B;KYS;BKO;24;2023-6
B;TOM;BKO;12;2023-6
C;BKO;KYS;1;2023-6
C;BKO;TOM;1;2023-6
C;KYS;BKO;6;2023-6
C;TOM;BKO;9;2023-6
D;BKO;KYS;3;2023-6
D;BKO;TOM;1;2023-6
D;KYS;BKO;3;2023-6
L;BKO;KYS;19;2023-6
L;BKO;TOM;25;2023-6
L;KYS;BKO;20;2023-6
L;TOM;BKO;15;2023-6
M;BKO;KYS;13;2023-6
M;BKO;TOM;30;2023-6
M;KYS;BKO;16;2023-6
M;TOM;BKO;32;2023-6
N;BKO;KYS;2;2023-6
N;KYS;BKO;1;2023-6
N;TOM;BKO;3;2023-6
V;BKO;KYS;28;2023-6
V;BKO;TOM;5;2023-6
V;KYS;BKO;32;2023-6
V;TOM;BKO;6;2023-6
Y;BKO;TOM;1;2023-6
Y;KYS;BKO;6;2023-6
Y;TOM;BKO;4;2023-6
;BKO;TOM;0;2023-6
B;BKO;GAQ;22;2023-6
B;GAQ;BKO;12;2023-6
C;BKO;GAQ;3;2023-6
D;BKO;GAQ;5;2023-6
D;GAQ;BKO;4;2023-6
L;BKO;GAQ;25;2023-6
L;GAQ;BKO;29;2023-6
M;BKO;GAQ;32;2023-6
M;GAQ;BKO;22;2023-6
N;BKO;GAQ;3;2023-6
N;GAQ;BKO;3;2023-6
V;BKO;GAQ;45;2023-6
V;GAQ;BKO;49;2023-6
Y;BKO;GAQ;16;2023-6
Y;GAQ;BKO;13;2023-6
;BKO;GAQ;0;2023-6
B;BKO;KYS;31;2023-6
B;KYS;BKO;32;2023-6
C;BKO;KYS;3;2023-6
C;KYS;BKO;4;2023-6
D;BKO;KYS;3;2023-6
D;KYS;BKO;4;2023-6
L;BKO;KYS;28;2023-6
L;KYS;BKO;17;2023-6
M;BKO;KYS;12;2023-6
M;KYS;BKO;7;2023-6
N;BKO;KYS;2;2023-6
N;KYS;BKO;1;2023-6
V;BKO;KYS;61;2023-6
V;KYS;BKO;66;2023-6
Y;BKO;KYS;9;2023-6
Y;KYS;BKO;12;2023-6
;KYS;BKO;0;2023-6
B;BKO;GAQ;19;2023-6
B;GAQ;BKO;21;2023-6
C;BKO;GAQ;2;2023-6
D;BKO;GAQ;2;2023-6
D;GAQ;BKO;2;2023-6
L;BKO;GAQ;44;2023-6
L;GAQ;BKO;17;2023-6
M;BKO;GAQ;30;2023-6
M;GAQ;BKO;19;2023-6
N;BKO;GAQ;3;2023-6
N;GAQ;BKO;1;2023-6
V;BKO;GAQ;21;2023-6
V;GAQ;BKO;22;2023-6
Y;BKO;GAQ;16;2023-6
Y;GAQ;BKO;22;2023-6
;GAQ;BKO;0;2023-6
B;BKO;TOM;0;2023-6
B;GAQ;BKO;0;2023-6
B;KYS;BKO;5;2023-6
B;TOM;BKO;21;2023-6
C;KYS;BKO;8;2023-6
C;TOM;BKO;0;2023-6
D;BKO;KYS;2;2023-6
D;GAQ;BKO;0;2023-6
D;TOM;BKO;1;2023-6
L;BKO;GAQ;0;2023-6
L;BKO;KYS;19;2023-6
L;BKO;TOM;23;2023-6
L;GAQ;BKO;0;2023-6
L;KYS;BKO;26;2023-6
L;TOM;BKO;13;2023-6
M;BKO;GAQ;0;2023-6
M;BKO;TOM;18;2023-6
M;GAQ;BKO;0;2023-6
M;KYS;BKO;17;2023-6
M;TOM;BKO;34;2023-6
N;KYS;BKO;7;2023-6
N;TOM;BKO;4;2023-6
V;BKO;GAQ;0;2023-6
V;BKO;KYS;36;2023-6
V;BKO;TOM;16;2023-6
V;GAQ;BKO;0;2023-6
V;KYS;BKO;64;2023-6
V;TOM;BKO;12;2023-6
Y;BKO;GAQ;0;2023-6
Y;BKO;KYS;2;2023-6
Y;BKO;TOM;1;2023-6
Y;GAQ;BKO;0;2023-6
Y;KYS;BKO;19;2023-6
;GAQ;BKO;0;2023-6
;KYS;BKO;0;2023-6
;TOM;BKO;0;2023-6
L;BKO;KYS;0;2023-6
L;BKO;TOM;0;2023-6
L;KYS;BKO;0;2023-6
L;TOM;BKO;0;2023-6
N;KYS;BKO;0;2023-6
V;BKO;KYS;0;2023-6
V;BKO;TOM;0;2023-6
V;KYS;BKO;0;2023-6
V;TOM;BKO;0;2023-6
B;BKO;GAQ;5;2023-7
B;GAQ;BKO;9;2023-7
C;GAQ;BKO;7;2023-7
D;BKO;GAQ;3;2023-7
D;GAQ;BKO;3;2023-7
G;GAQ;BKO;36;2023-7
L;BKO;GAQ;10;2023-7
L;GAQ;BKO;15;2023-7
M;BKO;GAQ;0;2023-7
M;GAQ;BKO;0;2023-7
V;BKO;GAQ;63;2023-7
V;GAQ;BKO;39;2023-7
Y;BKO;GAQ;1;2023-7
Y;GAQ;BKO;3;2023-7
B;BKO;KYS;22;2023-7
B;KYS;BKO;12;2023-7
C;BKO;KYS;2;2023-7
C;KYS;BKO;5;2023-7
D;BKO;KYS;3;2023-7
D;KYS;BKO;6;2023-7
L;BKO;KYS;14;2023-7
L;KYS;BKO;23;2023-7
N;BKO;KYS;2;2023-7
V;BKO;KYS;47;2023-7
V;KYS;BKO;59;2023-7
Y;BKO;KYS;6;2023-7
Y;KYS;BKO;6;2023-7
;BKO;KYS;0;2023-7
L;BKO;TOM;0;2023-7
M;BKO;TOM;0;2023-7
V;BKO;TOM;2;2023-7
V;TOM;BKO;1;2023-7
B;BKO;GAQ;5;2023-7
B;GAQ;BKO;18;2023-7
C;GAQ;BKO;4;2023-7
D;BKO;GAQ;2;2023-7
D;GAQ;BKO;8;2023-7
G;GAQ;BKO;36;2023-7
L;BKO;GAQ;9;2023-7
L;GAQ;BKO;23;2023-7
M;BKO;GAQ;0;2023-7
M;GAQ;BKO;4;2023-7
N;BKO;GAQ;2;2023-7
N;GAQ;BKO;0;2023-7
V;BKO;GAQ;45;2023-7
V;GAQ;BKO;19;2023-7
Y;BKO;GAQ;6;2023-7
B;KYS;BKO;39;2023-7
C;BKO;KYS;4;2023-7
C;KYS;BKO;6;2023-7
D;BKO;KYS;5;2023-7
D;KYS;BKO;6;2023-7
L;BKO;KYS;21;2023-7
L;KYS;BKO;12;2023-7
L;TOM;BKO;0;2023-7
M;BKO;KYS;11;2023-7
M;KYS;BKO;16;2023-7
N;BKO;KYS;1;2023-7
N;KYS;BKO;1;2023-7
V;BKO;KYS;56;2023-7
V;BKO;TOM;1;2023-7
V;KYS;BKO;28;2023-7
Y;BKO;KYS;1;2023-7
Y;KYS;BKO;1;2023-7
;KYS;BKO;0;2023-7
B;GAQ;BKO;1;2023-7
C;BKO;TOM;1;2023-7
D;GAQ;BKO;1;2023-7
L;BKO;GAQ;6;2023-7
L;BKO;TOM;18;2023-7
L;GAQ;BKO;3;2023-7
L;TOM;BKO;10;2023-7
M;BKO;GAQ;0;2023-7
M;BKO;TOM;0;2023-7
M;TOM;BKO;2;2023-7
N;BKO;TOM;3;2023-7
V;BKO;GAQ;29;2023-7
V;BKO;TOM;35;2023-7
V;GAQ;BKO;26;2023-7
V;TOM;BKO;30;2023-7
Y;BKO;GAQ;1;2023-7
Y;TOM;BKO;1;2023-7
M;KYS;BKO;0;2023-7
V;BKO;KYS;0;2023-7
B;BKO;GAQ;20;2023-7
B;GAQ;BKO;20;2023-7
C;BKO;GAQ;0;2023-7
D;BKO;GAQ;1;2023-7
D;GAQ;BKO;0;2023-7
G;GAQ;BKO;1;2023-7
L;BKO;GAQ;5;2023-7
L;GAQ;BKO;25;2023-7
M;BKO;GAQ;8;2023-7
M;GAQ;BKO;2;2023-7
N;BKO;GAQ;2;2023-7
N;GAQ;BKO;1;2023-7
V;BKO;GAQ;55;2023-7
V;GAQ;BKO;55;2023-7
Y;BKO;GAQ;7;2023-7
Y;GAQ;BKO;36;2023-7
;GAQ;BKO;0;2023-7
B;BKO;KYS;22;2023-7
B;KYS;BKO;35;2023-7
C;BKO;KYS;7;2023-7
C;KYS;BKO;2;2023-7
D;BKO;KYS;5;2023-7
D;KYS;BKO;7;2023-7
L;BKO;KYS;29;2023-7
L;KYS;BKO;13;2023-7
M;BKO;KYS;9;2023-7
M;KYS;BKO;38;2023-7
N;KYS;BKO;3;2023-7
V;BKO;KYS;64;2023-7
V;KYS;BKO;30;2023-7
Y;BKO;KYS;1;2023-7
Y;KYS;BKO;20;2023-7
;BKO;KYS;0;2023-7
B;TOM;BKO;14;2023-7
C;TOM;BKO;4;2023-7
D;TOM;BKO;2;2023-7
L;BKO;TOM;6;2023-7
L;TOM;BKO;16;2023-7
M;BKO;TOM;0;2023-7
M;TOM;BKO;10;2023-7
V;BKO;TOM;36;2023-7
V;TOM;BKO;34;2023-7
B;BKO;GAQ;27;2023-7
B;GAQ;BKO;9;2023-7
C;BKO;GAQ;0;2023-7
C;GAQ;BKO;6;2023-7
D;BKO;GAQ;1;2023-7
D;GAQ;BKO;4;2023-7
L;BKO;GAQ;4;2023-7
L;GAQ;BKO;16;2023-7
M;BKO;GAQ;8;2023-7
M;GAQ;BKO;9;2023-7
N;GAQ;BKO;2;2023-7
V;BKO;GAQ;24;2023-7
V;GAQ;BKO;28;2023-7
Y;BKO;GAQ;27;2023-7
Y;GAQ;BKO;32;2023-7
B;BKO;KYS;0;2023-7
B;KYS;BKO;43;2023-7
C;BKO;KYS;7;2023-7
C;KYS;BKO;6;2023-7
D;BKO;KYS;5;2023-7
D;KYS;BKO;6;2023-7
L;BKO;KYS;21;2023-7
L;KYS;BKO;8;2023-7
M;BKO;KYS;14;2023-7
M;KYS;BKO;31;2023-7
N;BKO;KYS;3;2023-7
N;KYS;BKO;1;2023-7
V;BKO;KYS;63;2023-7
V;KYS;BKO;15;2023-7
V;TOM;BKO;0;2023-7
Y;BKO;KYS;1;2023-7
Y;KYS;BKO;3;2023-7
;KYS;BKO;0;2023-7
B;GAQ;BKO;1;2023-7
C;TOM;BKO;9;2023-7
D;BKO;GAQ;4;2023-7
D;BKO;TOM;1;2023-7
D;GAQ;BKO;0;2023-7
D;TOM;BKO;2;2023-7
G;BKO;GAQ;1;2023-7
L;BKO;GAQ;2;2023-7
L;BKO;TOM;7;2023-7
L;GAQ;BKO;7;2023-7
L;TOM;BKO;8;2023-7
M;BKO;TOM;4;2023-7
M;GAQ;BKO;1;2023-7
M;TOM;BKO;1;2023-7
N;GAQ;BKO;1;2023-7
V;BKO;GAQ;67;2023-7
V;BKO;TOM;19;2023-7
V;GAQ;BKO;46;2023-7
V;TOM;BKO;33;2023-7
Y;GAQ;BKO;2;2023-7
Y;TOM;BKO;1;2023-7
;GAQ;BKO;0;2023-7
L;BKO;KYS;0;2023-7
M;KYS;BKO;0;2023-7
V;BKO;KYS;0;2023-7
B;BKO;GAQ;24;2023-7
B;GAQ;BKO;19;2023-7
C;BKO;GAQ;4;2023-7
C;GAQ;BKO;7;2023-7
D;BKO;GAQ;3;2023-7
D;GAQ;BKO;1;2023-7
G;BKO;GAQ;34;2023-7
G;GAQ;BKO;1;2023-7
L;BKO;GAQ;23;2023-7
L;GAQ;BKO;13;2023-7
M;BKO;GAQ;25;2023-7
M;GAQ;BKO;24;2023-7
N;BKO;GAQ;2;2023-7
V;BKO;GAQ;18;2023-7
V;GAQ;BKO;30;2023-7
Y;BKO;GAQ;16;2023-7
Y;GAQ;BKO;53;2023-7
B;KYS;BKO;19;2023-7
C;BKO;KYS;1;2023-7
C;KYS;BKO;0;2023-7
D;BKO;KYS;8;2023-7
D;KYS;BKO;4;2023-7
L;BKO;KYS;28;2023-7
L;KYS;BKO;3;2023-7
M;BKO;KYS;3;2023-7
M;KYS;BKO;45;2023-7
N;BKO;KYS;4;2023-7
V;BKO;KYS;60;2023-7
V;KYS;BKO;14;2023-7
Y;BKO;KYS;42;2023-7
Y;KYS;BKO;57;2023-7
;KYS;BKO;0;2023-7
B;BKO;TOM;9;2023-7
B;TOM;BKO;7;2023-7
C;BKO;TOM;2;2023-7
C;TOM;BKO;2;2023-7
D;BKO;TOM;2;2023-7
D;TOM;BKO;3;2023-7
L;BKO;TOM;21;2023-7
L;TOM;BKO;15;2023-7
M;BKO;TOM;5;2023-7
N;TOM;BKO;1;2023-7
V;BKO;TOM;30;2023-7
V;TOM;BKO;39;2023-7
Y;TOM;BKO;8;2023-7
B;BKO;GAQ;11;2023-7
B;GAQ;BKO;30;2023-7
C;GAQ;BKO;7;2023-7
D;BKO;GAQ;4;2023-7
D;GAQ;BKO;2;2023-7
G;BKO;GAQ;1;2023-7
L;BKO;GAQ;2;2023-7
L;GAQ;BKO;1;2023-7
M;BKO;GAQ;22;2023-7
M;GAQ;BKO;9;2023-7
N;BKO;GAQ;0;2023-7
V;BKO;GAQ;2;2023-7
V;GAQ;BKO;2;2023-7
Y;BKO;GAQ;23;2023-7
Y;GAQ;BKO;26;2023-7
B;BKO;KYS;31;2023-7
B;KYS;BKO;10;2023-7
C;BKO;KYS;1;2023-7
D;BKO;KYS;2;2023-7
D;KYS;BKO;11;2023-7
